Date,Open,High,Low,Close,Adj Close,Volume
2022-08-01,213.6999969482422,213.6999969482422,207.24000549316406,207.77000427246094,196.46542358398438,837200
2022-08-02,207.63999938964844,209.77999877929688,203.7100067138672,204.5800018310547,193.448974609375,910900
2022-08-03,205.50999450683594,207.3800048828125,201.22000122070312,202.0500030517578,191.05662536621094,960900
2022-08-04,201.6300048828125,204.0399932861328,199.58999633789062,203.8000030517578,192.71142578125,716100
2022-08-05,202.97999572753906,205.07000732421875,201.3800048828125,204.91000366210938,193.76104736328125,431200
2022-08-08,206.47000122070312,208.44000244140625,205.4600067138672,206.44000244140625,195.20777893066406,352100
2022-08-09,207.25999450683594,211.0399932861328,206.49000549316406,210.4199981689453,198.9712371826172,538800
2022-08-10,212.9499969482422,214.52000427246094,211.2899932861328,213.72000122070312,202.09169006347656,464400
2022-08-11,214.99000549316406,218.05999755859375,214.60000610351562,215.0800018310547,203.377685546875,663300
2022-08-12,216.55999755859375,218.38999938964844,216.11000061035156,218.16000366210938,206.29010009765625,343700
2022-08-15,218.3699951171875,219.6999969482422,216.25,218.3800048828125,206.49813842773438,310500
2022-08-16,217.4499969482422,220.3300018310547,217.4499969482422,219.24000549316406,207.3113555908203,292000
2022-08-17,217.67999267578125,220.4199981689453,217.19000244140625,220.22000122070312,208.23800659179688,406400
2022-08-18,220.00999450683594,220.25,215.44000244140625,216.52000427246094,204.73934936523438,475300
2022-08-19,215.85000610351562,216.2100067138672,213.97000122070312,214.97999572753906,203.28311157226562,574600
2022-08-22,213.6699981689453,214.0,206.2100067138672,210.3300018310547,198.88612365722656,452500
2022-08-23,210.24000549316406,210.24000549316406,205.22999572753906,206.6699981689453,195.4252471923828,422300
2022-08-24,207.27000427246094,210.4199981689453,206.6999969482422,209.97000122070312,198.54571533203125,739300
2022-08-25,211.3300018310547,213.52000427246094,210.1300048828125,213.38999938964844,201.77964782714844,589100
2022-08-26,213.38999938964844,214.9499969482422,209.02000427246094,209.32000732421875,197.9310760498047,692000
2022-08-29,208.61000061035156,208.61000061035156,205.49000549316406,205.67999267578125,194.4891357421875,585100
2022-08-30,206.00999450683594,206.89999389648438,202.27000427246094,203.11000061035156,192.05897521972656,748700
2022-08-31,204.64999389648438,205.47999572753906,200.64999389648438,200.91000366210938,189.97865295410156,1108200
2022-09-01,199.9199981689453,204.16000366210938,197.8000030517578,203.9600067138672,192.86273193359375,711700
2022-09-02,204.5399932861328,207.1199951171875,202.1999969482422,202.50999450683594,191.49159240722656,689200
